* REW测量的测量数据V5.20.13
* 来源: 麦克风 (Realtek High Definition Audio, MICROPHONE (主音), L, volume: no control
* 格式: 512k 对数扫频正弦, 1 扫频 at 0.0 dBFS 没有时间参考
* 日期: 2024-10-9 19:51:56
* REW 设置:
* C计权补偿: 关
*  目标电平: 75.0 dB
* 注释: ; 
* 测量: NICEHCK YD520 Black Tips L
* 平滑: 1/24 倍频程
* 频率步进: 1/48 倍频程
* 起始频率: 20.300 Hz
*
* 频率(Hz) SPL(dB) 相位(角度)
307.000000 -17.648 176.8924
311.000000 -17.690 176.8330
315.000000 -17.723 176.6424
320.000000 -17.732 176.3589
325.000000 -17.727 176.2665
330.000000 -17.739 176.3028
335.000000 -17.759 176.3412
340.000000 -17.782 176.3161
345.000000 -17.828 176.2346
350.000000 -17.881 176.1932
355.000000 -17.907 176.2496
360.000000 -17.928 176.3148
365.000000 -17.958 176.3784
370.000000 -17.993 176.4404
375.000000 -18.026 176.5108
382.000000 -18.057 176.6581
387.000000 -18.084 176.7916
395.000000 -18.133 176.9882
400.000000 -18.163 177.0893
406.000000 -18.200 177.2079
412.000000 -18.232 177.3274
418.000000 -18.269 177.4739
425.000000 -18.316 177.6660
431.000000 -18.348 177.8285
437.000000 -18.384 177.9998
444.000000 -18.429 178.2652
450.000000 -18.462 178.4776
455.000000 -18.488 178.5863
462.000000 -18.527 178.7483
468.000000 -18.563 178.9772
475.000000 -18.601 179.2770
482.000000 -18.640 179.5350
487.000000 -18.670 179.7049
494.000000 -18.710 179.9539
500.000000 -18.741 -179.8116
508.000000 -18.783 -179.4697
515.000000 -18.818 -179.1499
522.000000 -18.854 -178.8440
530.000000 -18.896 -178.4943
538.000000 -18.936 -178.0943
545.000000 -18.972 -177.7339
552.000000 -19.008 -177.3926
560.000000 -19.050 -177.0251
570.000000 -19.111 -176.5418
580.000000 -19.175 -176.0273
590.000000 -19.241 -175.4990
600.000000 -19.306 -174.8102
608.000000 -19.351 -174.1558
615.000000 -19.379 -173.5491
622.000000 -19.401 -172.9285
630.000000 -19.420 -172.2098
640.000000 -19.437 -171.3199
650.000000 -19.441 -170.4249
660.000000 -19.426 -169.5316
670.000000 -19.394 -168.6711
680.000000 -19.350 -167.8718
690.000000 -19.301 -167.1455
700.000000 -19.252 -166.5389
710.000000 -19.200 -166.0410
720.000000 -19.155 -165.5971
730.000000 -19.122 -165.1759
740.000000 -19.095 -164.7764
750.000000 -19.067 -164.3842
762.000000 -19.041 -163.9108
775.000000 -19.026 -163.3820
788.000000 -19.010 -162.8325
800.000000 -18.996 -162.2750
812.000000 -18.979 -161.7204
825.000000 -18.959 -161.0934
838.000000 -18.939 -160.4147
850.000000 -18.921 -159.8011
862.000000 -18.901 -159.1940
875.000000 -18.874 -158.5270
885.000000 -18.850 -158.0153
900.000000 -18.808 -157.2782
912.000000 -18.775 -156.6927
925.000000 -18.737 -156.0363
938.000000 -18.694 -155.3716
950.000000 -18.651 -154.7861
962.000000 -18.602 -154.2491
975.000000 -18.544 -153.6665
988.000000 -18.485 -153.0860
1000.000000 -18.433 -152.5706
1015.000000 -18.370 -151.9314
1030.000000 -18.302 -151.3223
1044.000000 -18.235 -150.7595
1060.000000 -18.161 -150.1257
1075.000000 -18.092 -149.5854
1090.000000 -18.015 -149.0613
1106.000000 -17.932 -148.4930
1120.000000 -17.860 -148.0051
1138.000000 -17.767 -147.4286
1150.000000 -17.707 -147.0609
1172.000000 -17.599 -146.3873
1180.000000 -17.558 -146.1505
1206.000000 -17.425 -145.3883
1220.000000 -17.351 -144.9798
1241.000000 -17.242 -144.3869
1250.000000 -17.196 -144.1414
1265.000000 -17.119 -143.7377
1280.000000 -17.039 -143.3385
1315.000000 -16.859 -142.3529
1320.000000 -16.834 -142.2129
1340.000000 -16.737 -141.6621
1360.000000 -16.639 -141.1114
1380.000000 -16.538 -140.5561
1400.000000 -16.438 -140.0157
1430.000000 -16.291 -139.1813
1450.000000 -16.195 -138.5875
1475.000000 -16.073 -137.8410
1500.000000 -15.953 -137.0996
1525.000000 -15.834 -136.3449
1550.000000 -15.712 -135.5522
1575.000000 -15.587 -134.7162
1600.000000 -15.458 -133.8677
1625.000000 -15.326 -133.0246
1650.000000 -15.191 -132.1657
1675.000000 -15.048 -131.2688
1700.000000 -14.894 -130.3425
1725.000000 -14.728 -129.4070
1750.000000 -14.552 -128.4694
1775.000000 -14.362 -127.5544
1800.000000 -14.158 -126.6551
1825.000000 -13.938 -125.7728
1850.000000 -13.697 -124.9321
1875.000000 -13.438 -124.1615
1900.000000 -13.165 -123.4935
1925.000000 -12.880 -122.9293
1950.000000 -12.580 -122.4728
1975.000000 -12.271 -122.1367
2000.000000 -11.959 -121.9442
2030.000000 -11.588 -121.8907
2060.000000 -11.216 -122.0036
2090.000000 -10.849 -122.2798
2120.000000 -10.491 -122.7055
2140.000000 -10.257 -123.0536
2180.000000 -9.805 -123.8622
2200.000000 -9.586 -124.3113
2240.000000 -9.158 -125.3016
2270.000000 -8.842 -126.1161
2300.000000 -8.530 -127.0039
2330.000000 -8.224 -127.9784
2360.000000 -7.924 -129.0453
2400.000000 -7.535 -130.6006
2430.000000 -7.251 -131.8638
2470.000000 -6.888 -133.6869
2500.000000 -6.628 -135.1533
2540.000000 -6.302 -137.2165
2580.000000 -5.997 -139.3606
2620.000000 -5.706 -141.5467
2650.000000 -5.489 -143.2388
2690.000000 -5.195 -145.6761
2720.000000 -4.980 -147.7196
2760.000000 -4.726 -150.7812
2800.000000 -4.536 -154.1476
2850.000000 -4.407 -158.4986
2900.000000 -4.384 -162.7037
2950.000000 -4.445 -166.5739
3000.000000 -4.564 -170.0658
3040.000000 -4.690 -172.5750
3070.000000 -4.797 -174.2897
3110.000000 -4.948 -176.3564
3150.000000 -5.103 -178.1887
3200.000000 -5.300 179.8144
3250.000000 -5.490 178.1075
3300.000000 -5.665 176.6502
3350.000000 -5.822 175.4000
3400.000000 -5.959 174.3156
3450.000000 -6.077 173.3443
3500.000000 -6.171 172.4369
3550.000000 -6.245 171.5609
3600.000000 -6.305 170.7003
3650.000000 -6.358 169.8395
3700.000000 -6.407 168.9984
3750.000000 -6.454 168.2367
3820.000000 -6.500 167.4258
3870.000000 -6.494 167.0187
3950.000000 -6.374 166.3734
4000.000000 -6.231 165.7678
4060.000000 -6.005 164.6464
4120.000000 -5.740 162.9590
4180.000000 -5.458 160.6150
4250.000000 -5.142 156.9722
4310.000000 -4.920 153.0555
4370.000000 -4.778 148.4700
4440.000000 -4.748 142.4459
4500.000000 -4.859 136.9342
4550.000000 -5.055 132.2738
4620.000000 -5.485 125.9011
4680.000000 -5.989 120.7845
4750.000000 -6.713 115.4606
4820.000000 -7.550 111.0422
4870.000000 -8.194 108.4883
4940.000000 -9.129 105.7160
5000.000000 -9.940 104.0240
5080.000000 -11.005 102.6342
5150.000000 -11.907 102.0773
5220.000000 -12.775 102.0239
5300.000000 -13.721 102.4839
5380.000000 -14.618 103.3920
5450.000000 -15.362 104.4888
5520.000000 -16.068 105.8352
5600.000000 -16.831 107.6496
5700.000000 -17.721 110.2711
5800.000000 -18.541 113.1697
5900.000000 -19.290 116.2740
6000.000000 -19.973 119.5382
6080.000000 -20.482 122.2388
6150.000000 -20.903 124.6571
6220.000000 -21.301 127.1153
6300.000000 -21.727 129.9767
6400.000000 -22.222 133.6681
6500.000000 -22.677 137.4556
6600.000000 -23.084 141.2709
6700.000000 -23.449 145.1497
6800.000000 -23.778 149.1343
6900.000000 -24.070 153.1877
7000.000000 -24.327 157.2540
7100.000000 -24.541 161.3317
7200.000000 -24.713 165.4352
7300.000000 -24.850 169.5705
7400.000000 -24.953 173.6951
7500.000000 -25.021 177.8083
7620.000000 -25.047 -177.2430
7750.000000 -25.016 -171.8857
7880.000000 -24.922 -166.5555
8000.000000 -24.773 -161.6908
8120.000000 -24.561 -156.8959
8250.000000 -24.255 -151.8240
8380.000000 -23.867 -146.9194
8500.000000 -23.440 -142.5840
8620.000000 -22.938 -138.4714
8750.000000 -22.300 -134.2459
8850.000000 -21.734 -131.1954
9000.000000 -20.740 -127.0720
9120.000000 -19.797 -124.3210
9250.000000 -18.597 -122.1226
9380.000000 -17.184 -121.1980
9500.000000 -15.701 -122.1509
9620.000000 -14.130 -125.7148
9750.000000 -12.543 -133.6639
9880.000000 -11.420 -146.3705
10000.000000 -11.073 -160.9095
10150.000000 -11.670 -178.2364
10300.000000 -13.106 169.7054
10440.000000 -14.739 163.7876
10600.000000 -16.521 161.5234
10750.000000 -17.938 162.0306
10900.000000 -19.090 164.0247
11060.000000 -20.059 167.0981
11200.000000 -20.711 170.2310
11380.000000 -21.315 174.5743
11500.000000 -21.587 177.5608
11720.000000 -21.840 -177.0201
11800.000000 -21.857 -175.1117
12060.000000 -21.598 -168.8857
12200.000000 -21.127 -165.7966
12410.000000 -20.048 -163.8358
12500.000000 -19.518 -164.1672
12650.000000 -18.577 -166.4449
12800.000000 -17.665 -171.4701
13150.000000 -16.812 165.7245
13200.000000 -16.930 161.9222
13400.000000 -18.010 148.6974
13600.000000 -19.740 140.7575
13800.000000 -21.618 137.8625
14000.000000 -23.319 138.3687
14300.000000 -25.406 142.5550
14500.000000 -26.547 146.2707
14750.000000 -27.790 151.4852
15000.000000 -28.904 158.0978
15250.000000 -29.889 166.9401
15500.000000 -30.657 176.9380
15750.000000 -31.147 -172.9116
16000.000000 -31.349 -162.5096
16250.000000 -31.278 -151.8488
16500.000000 -30.988 -142.8517
16750.000000 -30.657 -137.4765
17000.000000 -30.643 -136.1666
17250.000000 -31.298 -136.9905
