* REW测量的测量数据V5.20.13
* 来源: 麦克风 (Realtek High Definition Audio, MICROPHONE (主音), L, volume: no control
* 格式: 512k 对数扫频正弦, 1 扫频 at 0.0 dBFS 没有时间参考
* 日期: 2024-10-11 18:11:01
* REW 设置:
* C计权补偿: 关
*  目标电平: 75.0 dB
* 注释: ; 
* 测量: KXXS AET07 Tips
* 平滑: 1/24 倍频程
* 频率步进: 1/48 倍频程
* 起始频率: 20.300 Hz
*
* 频率(Hz) SPL(dB) 相位(角度)
925.000000 65.553 -154.4886
938.000000 65.648 -153.8319
950.000000 65.740 -153.2773
962.000000 65.831 -152.7823
975.000000 65.922 -152.2723
988.000000 66.014 -151.7223
1000.000000 66.107 -151.2083
1015.000000 66.236 -150.6304
1030.000000 66.371 -150.1785
1044.000000 66.495 -149.8531
1060.000000 66.628 -149.5613
1075.000000 66.744 -149.3661
1090.000000 66.847 -149.2074
1106.000000 66.939 -148.9590
1120.000000 67.023 -148.6167
1138.000000 67.160 -148.1317
1150.000000 67.261 -147.8912
1172.000000 67.440 -147.6262
1180.000000 67.501 -147.5589
1206.000000 67.690 -147.4169
1220.000000 67.788 -147.3536
1241.000000 67.930 -147.2443
1250.000000 67.989 -147.1979
1265.000000 68.085 -147.1244
1280.000000 68.182 -147.0514
1315.000000 68.407 -146.9084
1320.000000 68.438 -146.8922
1340.000000 68.560 -146.8298
1360.000000 68.678 -146.7696
1380.000000 68.794 -146.7137
1400.000000 68.908 -146.6757
1430.000000 69.074 -146.6309
1450.000000 69.181 -146.6034
1475.000000 69.315 -146.5774
1500.000000 69.447 -146.5578
1525.000000 69.573 -146.5454
1550.000000 69.697 -146.5475
1575.000000 69.821 -146.5602
1600.000000 69.941 -146.5834
1625.000000 70.055 -146.6005
1650.000000 70.170 -146.6330
1675.000000 70.286 -146.7090
1700.000000 70.401 -146.7939
1725.000000 70.514 -146.8884
1750.000000 70.630 -147.0020
1775.000000 70.744 -147.1362
1800.000000 70.860 -147.2893
1825.000000 70.978 -147.4583
1850.000000 71.096 -147.6524
1875.000000 71.215 -147.8811
1900.000000 71.336 -148.1269
1925.000000 71.458 -148.3911
1950.000000 71.578 -148.6845
1975.000000 71.700 -149.0056
2000.000000 71.822 -149.3530
2030.000000 71.967 -149.8064
2060.000000 72.113 -150.3074
2090.000000 72.258 -150.8482
2120.000000 72.399 -151.4231
2140.000000 72.491 -151.8345
